index,Scoville Heat Units (SHU)
0,682.8483261307606
1,249472.338659798
2,4.811233409091992
3,-0.5751389249184539
4,27710.759925960796
5,5222.042255890961
6,5071.808450493549
7,148.87195195389302
8,248086.9319585457
9,0.7908883533691157
10,0.4205350094911266
11,-0.5743145591489458
12,65721.58201355458
13,156.2873870623778
14,16428.86282649033
15,82972.2129744457
16,204649.6481164907
17,18921.924964708523
18,538364.3345397051
19,146.55471183385063
20,4269.006779588996
21,197.97942884481884
22,285.35770443071635
23,4680.585894369618
24,401302.6780610053
25,1766.5236031170307
26,0.008154984683217174
27,50.915534318426786
28,6.864446219954907
29,66710.18617601309
30,1299.0886892296317
31,118.06208172089048
32,13200.110866923907
33,8004.124928799104
34,263097.1240066506
35,-0.8898605869258618
36,139.45729314636014
37,-0.6526669957099718
38,28.47100519083118
39,86355.28297446905
40,0.40716523067419985
41,-0.5770880328986204
42,4.816808478187961
43,48.3579785663951
44,-0.46132603973085606
45,3.333873322364477
46,-0.4188838798628627
47,18071.386112011223
48,12.052049674654999
49,-0.9660454381114109
50,23.134513977107662
51,-0.23125452214836872
52,2452.63083812357
53,24.009740035463064
54,168.82106102581554
55,46987.59809649881
56,0.2917146223369828
57,55023.763301514904
58,1090.773011705492
59,15317.418363858998
60,7086.474245829203
61,-0.8159666376023783
62,8441.109585465765
63,98.44080942108168
64,83064.01824902928
65,5737.517498464979
66,235.70904820817154
67,18.171113661017348
68,107.31875870425195
69,448880.1255465441
70,9.221928351246934
71,440.5348704124003
72,9618.232895132503
73,10.78448200110321
74,0.6355094481418977
75,689.2771143887173
76,28259.017143365214
77,-0.9946051841169536
78,3696.675788163385
79,966.8684524274794
80,1666.8589512387325
81,49590.85809388131
82,2330.0549127879126
83,8.725416398873097
84,12.737838899257824
85,201.6517791246957
86,-0.8179188886699885
87,15735.977710707275
88,0.33499673438390465
89,-0.9882788377720393
90,33.109985272084806
91,-0.9825433047679523
92,0.5195801423736206
93,0.9438220530190572
94,-0.3858976427350883
95,5849.032336858503
96,-0.8475883463980137
97,607.951084522186
98,-0.17820976440017616
99,0.10346111430376594
100,1592.4771387025637
101,23532.674269040235
102,64.69191926394915
103,483.2094807846735
104,94.87010959624497
105,6.4227323025232375
106,19.754008691960873
107,449.77995275882677
108,0.15119547965860988
109,1751.0379362442507
110,1.8012361023616847
111,3568.9251601018545
112,17.583601114028575
113,1506.1182002897478
114,1839.372989762569
115,169929.63160072386
116,-0.184445117704165
117,-0.046756398942573246
118,20.718881377099198
119,375362.606720518
120,57.154190296828304
121,120.50595031837756
122,5.90162594174403
123,84.85719481294478
124,799.794062841612
125,5141.812684725603
126,0.7068295426449533
127,9114.535230328729
128,9645.871305545115
129,8217.870940515264
130,5237.636737821443
131,1995.1905546064236
132,69.98793862832683
133,3245.4087264812533
134,8202.6985072422
135,6073.869166810203
136,359.3494437989441
137,937.3535758597727
138,20213.106807345608
139,1766.426855760311
140,-0.9057682212144372
141,12.566542002667713
142,8450.612390725651
143,1655.7259809354941
144,-0.8461625407647332
145,21.935624107506772
146,-0.9477387041567699
147,2071.979621515103
148,-0.9432286449115858
149,567202.445282107
150,77.64397300425269
151,17.040803581629945
152,15311.202167969077
153,10.391084967313049
154,7.018827250127563
155,7167.519496080105
156,324.025691645275
157,5.078047980908499
158,1707.1353678388507
159,188.1564014394651
160,3.2160701883182767
161,2442.2530782350273
162,24.097936899373167
163,2513.4821519871184
164,80.07042421451139
165,31.77689147868079
166,-0.5511322459635268
167,316.32696480070746
168,1721.9007250246325
169,0.4504173074045413
170,-0.9349356073356228
171,3.259229629016748
172,6.417430051797346
173,165.78961118594376
174,350.2754566399343
175,37.648716034222026
176,13.487605836479709
177,3980.6386016621714
178,457.69818073307835
179,-0.949110456151743
180,-0.4602996454447403
181,19624.68110150181
182,24382.88957642657
183,1469.194201802528
184,131150.71053312268
185,-0.8975729882852442
186,22.59437242431346
187,1269.1789042596026
188,6415.558570939654
189,11242.731451341893
190,97.79698490866872
191,52.419418358030036
192,3154.538646533909
193,-0.7858806342489575
194,-0.8923277065006788
195,11.251972036890526
196,183.4872818090946
197,522306.7219492911
198,270694.0413292605
199,1950.440219845388
200,2.593415273304342
201,2.328587429824491
202,-0.9092100709362614
203,1.7668449395879369
204,198085.15276616495
205,18.560204245032633
206,6.245302516846344
207,191.46710935151566
208,8.284456116492919
209,9.439466810840514
210,-0.8270834612964594
211,6070.270373036239
212,41.33196418513317
213,1.1213965653737772
214,33763.33317648403
215,19.460427204779922
216,1043.050963604293
217,575.4894291799366
218,83.12289580984746
219,119188.58858944196
220,59.96714061851301
221,42.241311457512424
222,-0.7859714636119683
223,327.5679885440259
224,11929.631249615952
225,12172.263591445291
226,-0.9725477561712297
227,-0.80689838252665
228,9.983778457375042
229,40408.94890421036
230,-0.9329887019398712
231,-0.9985770127915499
232,0.026696621278586245
233,4165.8181733767715
234,13653.843540323449
235,185.1320660107777
236,11684.172149857553
237,23558.43882306707
238,105273.7486202783
239,4053.2726522788057
240,31.537139463181425
241,412914.6892105701
242,12.843387590616334
243,9.736835287520927
244,35.347587822260564
245,218.8328994485857
246,-0.37065574821308295
247,1938.7128947763144
248,3588.9531097922713
249,-0.5697535775865501
250,62.205888675732474
251,-0.39432101176366396
252,206.00080983054906
253,33.694083213169634
254,4.406502537873498
255,1464.5831241276485
256,-0.312258813259079
257,5.050776562078451
258,72.57848090137776
259,3311.6044971948977
260,2901.900234966714
261,231.33158317811737
262,4.3298617936807675
263,-0.6685414079126353
264,31238.990101708125
265,0.7482964585794019
266,378.26021828507004
267,445.2782638131173
268,0.3671836139846614
269,5686319.767294948
270,-0.738295431798715
271,184.91857170368934
272,1.5559329769890986
273,125113.80802967971
274,1040.9797131556636
275,163.5356212866736
276,222.42887819801823
277,644.3355307118006
278,-0.9762000309654963
279,167.58299623867737
280,0.22034401170457754
281,101433.74424476147
282,225.7156874929881
283,-0.7961602758912565
284,8606.586541447748
285,22.498450196850378
286,148.92024241197652
287,20.114763328425752
288,208.37513357617047
289,2386.986117123135
290,2783.9496218750182
291,137207.97799879868
292,226272.79730221268
293,1.2268166245228538
294,1765.7012806150644
295,59.719108518516016
296,3.6168344963194223
297,528.8158530962505
298,0.8844494069482025
299,277.02511074065615
300,4.340175621525792
301,-0.8742786025628427
302,2295.772313632028
303,18777.238162917667
304,35193.02952561641
305,51.82277785579485
306,0.7088861155063082
307,578454.193528845
308,-0.4852928029987149
309,2005791.5362847464
310,84.46531131658027
311,301.6712259292723
312,2124.416578121647
313,36834.4735078527
314,11.013451634156723
315,-0.11006315521575812
